estrutura,cenario,tamanho_base,repeticao,quantidade_operacoes,operacoes_sucesso,tempo_total_segundos,tempo_medio_segundos,memoria_pico_bytes,quantidade_elementos,numero_comparacoes,numero_colisoes,fator_carga,maior_lista,numero_rotacoes,altura_arvore
hash,busca_inexistente,1000,5,1000,0,0.0022397999418899417,2.2397999418899418e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,5,100,100,0.0005122999427840114,5.122999427840114e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,5,1000,975,0.0035970000317320228,3.5970000317320226e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,5,1000,997,0.003628700040280819,3.6287000402808188e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,5,1000,1000,0.00035560003016144037,3.556000301614404e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,5,1000,1000,0.017128299921751022,1.7128299921751022e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,5,1000,1000,0.005627000005915761,5.627000005915761e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,5,1000,0,0.005257199984043837,5.257199984043837e-06,112,1000,10316,,,,0,12
avl,remocao,1000,5,100,100,0.0010219000978395343,1.0219000978395343e-05,144,900,1007,,,,37,12
avl,vendas,1000,5,1000,975,0.005392399965785444,5.3923999657854435e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,5,1000,997,0.006806000019423664,6.806000019423664e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,5,1000,1000,0.0001305999467149377,1.305999467149377e-07,8800,1000,0,,,,0,12
hash,insercao,1000,6,1000,1000,0.0035741999745368958,3.5741999745368958e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,6,1000,1000,0.005819199956022203,5.819199956022203e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,6,1000,0,0.0024945999030023813,2.4945999030023814e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,6,100,100,0.0005470000905916095,5.4700009059160944e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,6,1000,975,0.002814600011333823,2.814600011333823e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,6,1000,997,0.0036025000736117363,3.6025000736117365e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,6,1000,1000,0.0004802999319508672,4.802999319508672e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,6,1000,1000,0.017382499994710088,1.7382499994710088e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,6,1000,1000,0.0055701000383123755,5.570100038312375e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,6,1000,0,0.005356399924494326,5.356399924494326e-06,112,1000,10316,,,,0,12
avl,remocao,1000,6,100,100,0.00102680001873523,1.02680001873523e-05,144,900,1007,,,,37,12
avl,vendas,1000,6,1000,975,0.005525799933820963,5.525799933820963e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,6,1000,997,0.006271100020967424,6.271100020967424e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,6,1000,1000,0.000125700025819242,1.2570002581924201e-07,8800,1000,0,,,,0,12
hash,insercao,1000,7,1000,1000,0.007125200005248189,7.125200005248189e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,7,1000,1000,0.002833200036548078,2.833200036548078e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,7,1000,0,0.0022326000034809113,2.232600003480911e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,7,100,100,0.0004298998974263668,4.298998974263668e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,7,1000,975,0.0027984000043943524,2.7984000043943525e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,7,1000,997,0.004128700005821884,4.1287000058218836e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,7,1000,1000,0.0002805000403895974,2.805000403895974e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,7,1000,1000,0.018035099958069623,1.8035099958069622e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,7,1000,1000,0.005802599946036935,5.802599946036935e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,7,1000,0,0.005375499953515828,5.3754999535158276e-06,112,1000,10316,,,,0,12
avl,remocao,1000,7,100,100,0.0010851999977603555,1.0851999977603555e-05,144,900,1007,,,,37,12
avl,vendas,1000,7,1000,975,0.005679899943061173,5.679899943061173e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,7,1000,997,0.006021999986842275,6.021999986842275e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,7,1000,1000,0.0001265000319108367,1.265000319108367e-07,8800,1000,0,,,,0,12
hash,insercao,1000,8,1000,1000,0.003626300022006035,3.626300022006035e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,8,1000,1000,0.0052105000941082835,5.210500094108284e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,8,1000,0,0.0020401999354362488,2.040199935436249e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,8,100,100,0.0005730000557377934,5.730000557377935e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,8,1000,975,0.002819799934513867,2.819799934513867e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,8,1000,997,0.003686100011691451,3.686100011691451e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,8,1000,1000,0.0003149000694975257,3.149000694975257e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,8,1000,1000,0.017502499977126718,1.7502499977126716e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,8,1000,1000,0.005470299976877868,5.470299976877868e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,8,1000,0,0.005287999985739589,5.287999985739589e-06,112,1000,10316,,,,0,12
avl,remocao,1000,8,100,100,0.0010228999890387058,1.0228999890387059e-05,144,900,1007,,,,37,12
avl,vendas,1000,8,1000,975,0.005945999990217388,5.945999990217387e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,8,1000,997,0.0066859000362455845,6.685900036245585e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,8,1000,1000,0.00012530002277344465,1.2530002277344465e-07,8800,1000,0,,,,0,12
hash,insercao,1000,9,1000,1000,0.0048387999413535,4.8387999413535e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,9,1000,1000,0.003386699943803251,3.3866999438032507e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,9,1000,0,0.0019703999860212207,1.9703999860212207e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,9,100,100,0.0004393000854179263,4.393000854179263e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,9,1000,975,0.0031552999280393124,3.1552999280393123e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,9,1000,997,0.003511599963530898,3.511599963530898e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,9,1000,1000,0.0006014000391587615,6.014000391587615e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,9,1000,1000,0.019956700038164854,1.9956700038164853e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,9,1000,1000,0.005220099934376776,5.2200999343767765e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,9,1000,0,0.005306300008669496,5.306300008669495e-06,112,1000,10316,,,,0,12
avl,remocao,1000,9,100,100,0.0010088999988511205,1.0088999988511205e-05,144,900,1007,,,,37,12
avl,vendas,1000,9,1000,975,0.005593099980615079,5.593099980615079e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,9,1000,997,0.006399400066584349,6.399400066584349e-06,2496,1000,9232,,,,0,12
avl,listagem_codigo,1000,9,1000,1000,0.00011970009654760361,1.197000965476036e-07,8800,1000,0,,,,0,12
hash,insercao,1000,10,1000,1000,0.0043132000137120485,4.3132000137120485e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,10,1000,1000,0.004327900009229779,4.327900009229779e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,10,1000,0,0.003979400033131242,3.979400033131242e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,10,100,100,0.00038389989640563726,3.838998964056373e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,10,1000,975,0.003176199970766902,3.176199970766902e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,10,1000,997,0.004233099985867739,4.233099985867739e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,10,1000,1000,0.0002940000267699361,2.9400002676993606e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,10,1000,1000,0.01833800005260855,1.833800005260855e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,10,1000,1000,0.005446700030006468,5.446700030006468e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,10,1000,0,0.005485599976964295,5.485599976964295e-06,112,1000,10316,,,,0,12
avl,remocao,1000,10,100,100,0.0010001000482589006,1.0001000482589007e-05,144,900,1007,,,,37,12
avl,vendas,1000,10,1000,975,0.0053897000616416335,5.389700061641634e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,10,1000,997,0.012249300023540854,1.2249300023540855e-05,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,10,1000,1000,0.00012930005323141813,1.2930005323141814e-07,8800,1000,0,,,,0,12
hash,insercao,1000,11,1000,1000,0.003706099931150675,3.7060999311506747e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,11,1000,1000,0.0036982999881729484,3.6982999881729482e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,11,1000,0,0.001962500042282045,1.962500042282045e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,11,100,100,0.0004094999749213457,4.094999749213457e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,11,1000,975,0.0028327000327408314,2.8327000327408312e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,11,1000,997,0.003622799995355308,3.6227999953553082e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,11,1000,1000,0.0006082000909373164,6.082000909373165e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,11,1000,1000,0.01854650001041591,1.8546500010415913e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,11,1000,1000,0.005137500003911555,5.1375000039115545e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,11,1000,0,0.00551170005928725,5.51170005928725e-06,112,1000,10316,,,,0,12
avl,remocao,1000,11,100,100,0.001089800032787025,1.089800032787025e-05,144,900,1007,,,,37,12
avl,vendas,1000,11,1000,975,0.0067909000208601356,6.790900020860136e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,11,1000,997,0.006150500033982098,6.150500033982098e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,11,1000,1000,0.0001210999907925725,1.210999907925725e-07,8800,1000,0,,,,0,12
hash,insercao,1000,12,1000,1000,0.0039018000243231654,3.901800024323166e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,12,1000,1000,0.0038941000821068883,3.8941000821068886e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,12,1000,0,0.0019362999591976404,1.9362999591976403e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,12,100,100,0.00038709992077201605,3.87099920772016e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,12,1000,975,0.003639300004579127,3.6393000045791266e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,12,1000,997,0.0035841999342665076,3.584199934266508e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,12,1000,1000,0.0002718000905588269,2.718000905588269e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,12,1000,1000,0.01658809999935329,1.6588099999353288e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,12,1000,1000,0.007342800032347441,7.3428000323474406e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,12,1000,0,0.005658000009134412,5.658000009134412e-06,112,1000,10316,,,,0,12
avl,remocao,1000,12,100,100,0.001045399927534163,1.045399927534163e-05,144,900,1007,,,,37,12
avl,vendas,1000,12,1000,975,0.005475500016473234,5.4755000164732335e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,12,1000,997,0.006999299977906048,6.9992999779060486e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,12,1000,1000,0.00012550002429634333,1.2550002429634333e-07,8800,1000,0,,,,0,12
hash,insercao,1000,13,1000,1000,0.0044018999906256795,4.40189999062568e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,13,1000,1000,0.002641799976117909,2.641799976117909e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,13,1000,0,0.005082500050775707,5.082500050775707e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,13,100,100,0.00043610006105154753,4.361000610515475e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,13,1000,975,0.002795899985358119,2.7958999853581192e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,13,1000,997,0.0057966000167652965,5.7966000167652966e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,13,1000,1000,0.00028769997879862785,2.8769997879862786e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,13,1000,1000,0.018777199904434383,1.8777199904434382e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,13,1000,1000,0.005225899978540838,5.225899978540838e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,13,1000,0,0.005319499992765486,5.319499992765486e-06,112,1000,10316,,,,0,12
avl,remocao,1000,13,100,100,0.0011131000937893987,1.1131000937893988e-05,144,900,1007,,,,37,12
avl,vendas,1000,13,1000,975,0.009162500035017729,9.162500035017729e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,13,1000,997,0.006691299960948527,6.691299960948527e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,13,1000,1000,0.00012340000830590725,1.2340000830590725e-07,8800,1000,0,,,,0,12
hash,insercao,1000,14,1000,1000,0.0036822999827563763,3.6822999827563763e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,14,1000,1000,0.0028081999626010656,2.8081999626010657e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,14,1000,0,0.0019452000269666314,1.9452000269666314e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,14,100,100,0.0007428999524563551,7.428999524563551e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,14,1000,975,0.003594100009649992,3.594100009649992e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,14,1000,997,0.0036979999858886003,3.6979999858886005e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,14,1000,1000,0.0002813000464811921,2.8130004648119213e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,14,1000,1000,0.018512200098484755,1.8512200098484753e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,14,1000,1000,0.005661400035023689,5.661400035023689e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,14,1000,0,0.005572299938648939,5.5722999386489395e-06,112,1000,10316,,,,0,12
avl,remocao,1000,14,100,100,0.0010694999946281314,1.0694999946281315e-05,144,900,1007,,,,37,12
avl,vendas,1000,14,1000,975,0.006108500063419342,6.108500063419342e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,14,1000,997,0.0066899999510496855,6.689999951049685e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,14,1000,1000,0.0001308000646531582,1.308000646531582e-07,8800,1000,0,,,,0,12
hash,insercao,1000,15,1000,1000,0.006786899990402162,6.786899990402162e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,15,1000,1000,0.0028322000289335847,2.8322000289335847e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,15,1000,0,0.005346299964003265,5.346299964003265e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,15,100,100,0.00044520001392811537,4.452000139281154e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,15,1000,975,0.0028605000115931034,2.8605000115931036e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,15,1000,997,0.004345400026068091,4.345400026068091e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,15,1000,1000,0.0002975000534206629,2.9750005342066286e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,15,1000,1000,0.02173250005580485,2.1732500055804847e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,15,1000,1000,0.012283600051887333,1.2283600051887333e-05,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,15,1000,0,0.013101499993354082,1.3101499993354083e-05,112,1000,10316,,,,0,12
avl,remocao,1000,15,100,100,0.0023343999637290835,2.3343999637290835e-05,144,900,1007,,,,37,12
avl,vendas,1000,15,1000,975,0.00936990010086447,9.36990010086447e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,15,1000,997,0.013500800007022917,1.3500800007022917e-05,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,15,1000,1000,0.00016900000628083944,1.6900000628083945e-07,8800,1000,0,,,,0,12
hash,insercao,1000,16,1000,1000,0.00938010006211698,9.38010006211698e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,16,1000,1000,0.006425500032491982,6.425500032491982e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,16,1000,0,0.0030369999585673213,3.0369999585673214e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,16,100,100,0.0006324000423774123,6.324000423774123e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,16,1000,975,0.00763630005531013,7.63630005531013e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,16,1000,997,0.004086900036782026,4.086900036782026e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,16,1000,1000,0.00029630004428327084,2.963000442832708e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,16,1000,1000,0.018323900061659515,1.8323900061659515e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,16,1000,1000,0.008114700089208782,8.114700089208782e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,16,1000,0,0.008053199970163405,8.053199970163404e-06,112,1000,10316,,,,0,12
avl,remocao,1000,16,100,100,0.0010843999916687608,1.0843999916687608e-05,144,900,1007,,,,37,12
avl,vendas,1000,16,1000,975,0.006376200006343424,6.376200006343425e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,16,1000,997,0.008510399959050119,8.510399959050118e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,16,1000,1000,0.0001463000662624836,1.463000662624836e-07,8800,1000,0,,,,0,12
hash,insercao,1000,17,1000,1000,0.008042900008149445,8.042900008149445e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,17,1000,1000,0.0033152999822050333,3.315299982205033e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,17,1000,0,0.001996199949644506,1.996199949644506e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,17,100,100,0.0003939999733120203,3.939999733120203e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,17,1000,975,0.004331400035880506,4.331400035880506e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,17,1000,997,0.004580099950544536,4.580099950544536e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,17,1000,1000,0.0003413999220356345,3.413999220356345e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,17,1000,1000,0.018086900003254414,1.8086900003254414e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,17,1000,1000,0.0071350999642163515,7.135099964216352e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,17,1000,0,0.005702399997971952,5.702399997971952e-06,112,1000,10316,,,,0,12
avl,remocao,1000,17,100,100,0.001077400054782629,1.0774000547826291e-05,144,900,1007,,,,37,12
avl,vendas,1000,17,1000,975,0.007276899996213615,7.276899996213615e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,17,1000,997,0.006383300060406327,6.383300060406327e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,17,1000,1000,0.00012859993148595095,1.2859993148595094e-07,8800,1000,0,,,,0,12
hash,insercao,1000,18,1000,1000,0.0064425000455230474,6.442500045523048e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,18,1000,1000,0.005980600020848215,5.980600020848215e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,18,1000,0,0.00512800004798919,5.128000047989189e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,18,100,100,0.0004048999398946762,4.048999398946762e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,18,1000,975,0.002947299974039197,2.947299974039197e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,18,1000,997,0.006551600061357021,6.551600061357021e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,18,1000,1000,0.00046630005817860365,4.6630005817860366e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,18,1000,1000,0.036372800008393824,3.6372800008393824e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,18,1000,1000,0.015610500006005168,1.5610500006005168e-05,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,18,1000,0,0.017772899940609932,1.7772899940609933e-05,112,1000,10316,,,,0,12
avl,remocao,1000,18,100,100,0.001841600053012371,1.841600053012371e-05,144,900,1007,,,,37,12
avl,vendas,1000,18,1000,975,0.009532500058412552,9.532500058412551e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,18,1000,997,0.008315599989145994,8.315599989145995e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,18,1000,1000,0.00014450005255639553,1.4450005255639554e-07,8912,1000,0,,,,0,12
hash,insercao,1000,19,1000,1000,0.003843699931167066,3.843699931167066e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,19,1000,1000,0.0027080000145360827,2.708000014536083e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,19,1000,0,0.002036700025200844,2.0367000252008437e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,19,100,100,0.0004029999254271388,4.029999254271388e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,19,1000,975,0.00551739998627454,5.517399986274541e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,19,1000,997,0.005901399999856949,5.901399999856949e-06,2600,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,19,1000,1000,0.0002840000670403242,2.840000670403242e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,19,1000,1000,0.01830230001360178,1.830230001360178e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,19,1000,1000,0.0052758000092580914,5.275800009258092e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,19,1000,0,0.005382799892686307,5.382799892686307e-06,112,1000,10316,,,,0,12
avl,remocao,1000,19,100,100,0.0010266000172123313,1.0266000172123313e-05,144,900,1007,,,,37,12
avl,vendas,1000,19,1000,975,0.005398200009949505,5.398200009949505e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,19,1000,997,0.0061232999432832,6.1232999432832e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,19,1000,1000,0.00012390001211315393,1.2390001211315392e-07,8800,1000,0,,,,0,12
hash,insercao,1000,20,1000,1000,0.0044030999997630715,4.403099999763072e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,20,1000,1000,0.00269059999845922,2.69059999845922e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,20,1000,0,0.0038494999753311276,3.849499975331128e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,20,100,100,0.0004940999206155539,4.940999206155539e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,20,1000,975,0.0028224000707268715,2.8224000707268715e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,20,1000,997,0.005601999931968749,5.601999931968749e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,20,1000,1000,0.0002906000008806586,2.9060000088065864e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,20,1000,1000,0.018569499952718616,1.8569499952718616e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,20,1000,1000,0.005265600048005581,5.265600048005581e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,20,1000,0,0.005441499990411103,5.441499990411103e-06,112,1000,10316,,,,0,12
avl,remocao,1000,20,100,100,0.0009759999811649323,9.759999811649322e-06,144,900,1007,,,,37,12
avl,vendas,1000,20,1000,975,0.005549099994823337,5.549099994823337e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,20,1000,997,0.006065299967303872,6.065299967303872e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,20,1000,1000,0.00011929997708648443,1.1929997708648443e-07,8800,1000,0,,,,0,12
hash,insercao,1000,21,1000,1000,0.0042498999973759055,4.249899997375905e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,21,1000,1000,0.0038753000553697348,3.875300055369735e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,21,1000,0,0.004567099967971444,4.567099967971444e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,21,100,100,0.00039519998244941235,3.951999824494123e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,21,1000,975,0.003040799987502396,3.0407999875023962e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,21,1000,997,0.003571400069631636,3.5714000696316362e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,21,1000,1000,0.00028789998032152653,2.878999803215265e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,21,1000,1000,0.016739799990318716,1.6739799990318717e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,21,1000,1000,0.006762399920262396,6.762399920262396e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,21,1000,0,0.005609000101685524,5.609000101685524e-06,112,1000,10316,,,,0,12
avl,remocao,1000,21,100,100,0.0010050999699160457,1.0050999699160456e-05,144,900,1007,,,,37,12
avl,vendas,1000,21,1000,975,0.005476199905388057,5.476199905388057e-06,144,1000,9289,,,,0,12
